Date,Goldpreis,Gold_ETF,Dollar_Index,SP500,Oil_Price,Wochentag
2022-06-01,1846.05,172.22999572753906,102.5500030517578,4101.22998046875,115.26000213623048,Wednesday
2022-05-31,1836.53,171.13999938964844,101.75,4132.14990234375,114.66999816894533,Tuesday
2022-05-27,1853.13,172.85000610351562,101.66999816894533,4158.240234375,115.06999969482422,Friday
2022-05-26,1852.915,172.75999450683594,101.83000183105467,4057.840087890625,114.08999633789062,Thursday
2022-05-25,1854.21,173.0800018310547,102.05999755859376,3978.72998046875,110.33000183105467,Wednesday
2022-05-24,1867.525,174.1300048828125,101.86000061035156,3941.47998046875,109.7699966430664,Tuesday
2022-05-23,1853.89,172.8300018310547,102.08000183105467,3973.75,110.29000091552734,Monday
2022-05-20,1846.58,172.02999877929688,103.1500015258789,3901.360107421875,113.2300033569336,Friday
2022-05-19,1842.065,171.91000366210938,102.72000122070312,3900.7900390625,112.20999908447266,Thursday
2022-05-18,1816.18,169.4199981689453,103.80999755859376,3923.679931640625,109.58999633789062,Wednesday
2022-05-17,1814.595,169.3300018310547,103.36000061035156,4088.85009765625,112.4000015258789,Tuesday
2022-05-16,1826.42,170.39999389648438,104.19000244140624,4008.010009765625,114.1999969482422,Monday
2022-05-13,1811.61,168.7899932861328,104.55999755859376,4023.889892578125,110.48999786376952,Friday
2022-05-12,1821.52,170.1699981689453,104.8499984741211,3930.080078125,106.12999725341795,Thursday
2022-05-11,1854.205,172.82000732421875,103.8499984741211,3935.179931640625,105.70999908447266,Wednesday
2022-05-10,1833.78,171.4199981689453,103.91999816894533,4001.050048828125,99.76000213623048,Tuesday
2022-05-09,1854.545,172.8800048828125,103.6500015258789,3991.239990234375,103.08999633789062,Monday
2022-05-06,1883.78,175.4199981689453,103.66000366210938,4123.33984375,109.7699966430664,Friday
2022-05-05,1874.46,175.1300048828125,103.75,4146.8701171875,108.26000213623048,Thursday
2022-05-04,1894.085,175.8000030517578,102.58999633789062,4300.169921875,107.80999755859376,Wednesday
2022-05-03,1868.48,174.08999633789062,103.47000122070312,4175.47998046875,102.41000366210938,Tuesday
2022-05-02,1863.18,173.6300048828125,103.73999786376952,4155.3798828125,105.16999816894533,Monday
2022-04-29,1896.895,176.91000366210938,102.95999908447266,4131.93017578125,104.69000244140624,Friday
2022-04-28,1895.665,176.92999267578125,103.62000274658205,4287.5,105.36000061035156,Thursday
2022-04-27,1885.8,175.97999572753906,102.9499969482422,4183.9599609375,102.0199966430664,Wednesday
2022-04-26,1906.595,177.32000732421875,102.3000030517578,4175.2001953125,101.6999969482422,Tuesday
2022-04-25,1899.36,177.0500030517578,101.75,4296.1201171875,98.54000091552734,Monday
2022-04-22,1931.92,180.2899932861328,101.22000122070312,4271.77978515625,102.06999969482422,Friday
2022-04-21,1950.975,182.05999755859372,100.58000183105467,4393.66015625,103.79000091552734,Thursday
2022-04-20,1956.9,182.7100067138672,100.38999938964844,4459.4501953125,102.75,Wednesday
2022-04-19,1949.865,181.82000732421875,100.95999908447266,4462.2099609375,102.55999755859376,Tuesday
2022-04-18,1977.23,184.6100006103516,100.77999877929688,4391.68994140625,108.20999908447266,Monday
2022-04-14,1972.15,184.0399932861328,100.31999969482422,4392.58984375,106.9499969482422,Thursday
2022-04-13,1977.175,184.6499938964844,99.87999725341795,4446.58984375,104.25,Wednesday
2022-04-12,1965.99,183.7700042724609,100.29000091552734,4397.4501953125,100.5999984741211,Tuesday
2022-04-11,1952.81,182.3699951171875,99.93000030517578,4412.52978515625,94.29000091552734,Monday
2022-04-08,1948.045,181.47000122070312,99.8000030517578,4488.27978515625,98.26000213623048,Friday
2022-04-07,1932.995,180.33999633789065,99.75,4500.2099609375,96.02999877929688,Thursday
2022-04-06,1923.83,179.66000366210938,99.5999984741211,4481.14990234375,96.2300033569336,Wednesday
2022-04-05,1920.54,179.24000549316406,99.47000122070312,4525.1201171875,101.95999908447266,Tuesday
2022-04-04,1931.68,180.3699951171875,98.98999786376952,4582.64013671875,103.27999877929688,Monday
2022-04-01,1924.645,179.5,98.62999725341795,4545.85986328125,99.2699966430664,Friday
2022-03-31,1936.815,180.6499938964844,98.30999755859376,4530.41015625,100.27999877929688,Thursday
2022-03-30,1934.175,180.5800018310547,97.79000091552734,4602.4501953125,107.81999969482422,Wednesday
2022-03-29,1916.47,179.13999938964844,98.4000015258789,4631.60009765625,104.23999786376952,Tuesday
2022-03-28,1924.085,179.05999755859375,99.08999633789062,4575.52001953125,105.95999908447266,Monday
2022-03-25,1958.315,182.3800048828125,98.80999755859376,4543.06005859375,113.9000015258789,Friday
2022-03-24,1959.395,183.1300048828125,98.79000091552734,4520.16015625,112.33999633789062,Thursday
