Date,Goldpreis_am_Tag,Gold_ETF,Dollar_Index,SP500,Oil_Price
2024-02-08,2034.35,188.3300018310547,104.1500015258789,4997.91015625,76.22000122070312
2024-02-07,2036.6,188.5,104.04000091552734,4995.06005859375,73.86000061035156
2024-02-06,2035.31,188.5500030517578,104.18000030517578,4954.22998046875,73.30999755859375
2024-02-05,2025.15,187.57000732421875,104.44999694824219,4942.81005859375,72.77999877929688
2024-02-02,2039.67,188.61000061035156,103.91999816894531,4958.60986328125,72.27999877929688
2024-02-01,2054.89,190.41000366210938,103.05000305175781,4906.18994140625,73.81999969482422
2024-01-31,2039.99,188.4499969482422,103.2699966430664,4845.64990234375,75.8499984741211
2024-01-30,2036.53,188.58999633789062,103.4000015258789,4924.97021484375,77.81999969482422
2024-01-29,2031.16,188.3300018310547,103.61000061035156,4927.93017578125,76.77999877929688
2024-01-26,2018.51,187.00999450683594,103.47000122070312,4890.97021484375,78.01000213623047
2024-01-25,2020.75,187.13999938964844,103.56999969482422,4894.16015625,77.36000061035156
2024-01-24,2016.41,186.39999389648438,103.23999786376953,4868.5498046875,75.08999633789062
2024-01-23,2029.42,187.9499969482422,103.62000274658203,4864.60009765625,74.37000274658203
2024-01-22,2020.8,187.22000122070312,103.33000183105469,4850.43017578125,75.19000244140625
2024-01-19,2029.6,187.92999267578125,103.29000091552734,4839.81005859375,73.41000366210938
2024-01-18,2023.9,187.3699951171875,103.54000091552734,4780.93994140625,74.08000183105469
2024-01-17,2009.63,185.83999633789062,103.44999694824219,4739.2099609375,72.55999755859375
2024-01-16,2028.21,187.91000366210938,103.36000061035156,4765.97998046875,72.4000015258789
2024-01-12,2048.99,189.7100067138672,102.4000015258789,4783.830078125,72.68000030517578
2024-01-11,2035.41,187.8699951171875,102.29000091552734,4780.240234375,72.0199966430664
2024-01-10,2026.82,187.5,102.36000061035156,4783.4501953125,71.37000274658203
2024-01-09,2030.89,187.92999267578125,102.56999969482422,4756.5,72.23999786376953
2024-01-08,2030.77,187.8699951171875,102.20999908447266,4763.5400390625,70.7699966430664
2024-01-05,2045.53,189.35000610351562,102.41000366210938,4697.240234375,73.80999755859375
2024-01-04,2044.34,189.32000732421875,102.41999816894531,4688.68017578125,72.19000244140625
2024-01-03,2043.07,189.1300048828125,102.45999908447266,4704.81005859375,72.69999694824219
2024-01-02,2059.64,190.72000122070312,102.19999694824219,4742.830078125,70.37999725341797
2023-12-29,2062.96,191.1699981689453,101.33000183105469,4769.830078125,71.6500015258789
2023-12-28,2066.89,191.47000122070312,101.2300033569336,4783.35009765625,71.7699966430664
2023-12-27,2079.58,192.58999633789062,100.98999786376953,4781.580078125,74.11000061035156
2023-12-26,2066.28,191.72000122070312,101.47000122070312,4774.75,75.56999969482422
2023-12-22,2053.15,190.27000427246094,101.69999694824219,4754.6298828125,73.55999755859375
2023-12-21,2052.88,189.42999267578125,101.83999633789062,4746.75,73.88999938964844
2023-12-20,2032.24,188.10000610351562,102.41000366210938,4698.35009765625,74.22000122070312
2023-12-19,2041.0,189.1300048828125,102.16999816894531,4768.3701171875,73.44000244140625
2023-12-18,2027.72,187.85000610351562,102.51000213623047,4740.56005859375,72.47000122070312
2023-12-15,2019.6,187.0,102.55000305175781,4719.18994140625,71.43000030517578
2023-12-14,2035.64,188.72999572753906,101.95999908447266,4719.5498046875,71.58000183105469
2023-12-13,2032.93,187.6300048828125,102.87000274658203,4707.08984375,69.47000122070312
2023-12-12,1982.6,183.49000549316406,103.87000274658203,4643.7001953125,68.61000061035156
2023-12-11,1983.04,183.58999633789062,104.0999984741211,4622.43994140625,71.31999969482422
2023-12-08,2004.49,185.63999938964844,104.01000213623047,4604.3701171875,71.2300033569336
2023-12-07,2028.17,188.14999389648438,103.54000091552734,4585.58984375,69.33999633789062
2023-12-06,2027.17,187.83999633789062,104.1500015258789,4549.33984375,69.37999725341797
2023-12-05,2019.02,187.14999389648438,104.05000305175781,4567.18017578125,72.31999969482422
2023-12-04,2034.06,187.86000061035156,103.63999938964844,4569.77978515625,73.04000091552734
2023-12-01,2071.83,192.00999450683594,103.2699966430664,4594.6298828125,74.06999969482422
2023-11-30,2040.19,188.75,103.5,4567.7998046875,75.95999908447266
2023-11-29,2044.72,189.5399932861328,102.7699966430664,4550.580078125,77.86000061035156
2023-11-28,2044.51,189.25999450683594,102.75,4554.89013671875,76.41000366210938
2023-11-27,2015.36,186.77000427246094,103.19999694824219,4550.43017578125,74.86000061035156
2023-11-24,2002.61,185.52000427246094,103.4000015258789,4559.33984375,75.54000091552734
2023-11-22,1990.58,184.55999755859375,103.91999816894531,4556.6201171875,77.0999984741211
2023-11-21,1999.42,185.35000610351562,103.56999969482422,4538.18994140625,77.7699966430664
2023-11-20,1981.34,183.3699951171875,103.47000122070312,4547.3798828125,77.5999984741211
2023-11-17,1980.66,183.6699981689453,103.81999969482422,4514.02001953125,75.88999938964844
2023-11-16,1982.69,183.69000244140625,104.37000274658203,4508.240234375,72.9000015258789
2023-11-15,1960.42,181.63999938964844,104.38999938964844,4502.8798828125,76.66000366210938
2023-11-14,1962.54,182.1199951171875,104.11000061035156,4495.7001953125,78.26000213623047
2023-11-13,1946.56,180.50999450683594,105.66000366210938,4411.5498046875,78.26000213623047
2023-11-10,1938.38,179.50999450683594,105.86000061035156,4415.240234375,77.16999816894531
2023-11-09,1959.19,181.49000549316406,105.91000366210938,4347.35009765625,75.73999786376953
2023-11-08,1950.91,180.77000427246094,105.58999633789062,4382.77978515625,75.33000183105469
2023-11-07,1969.04,182.58999633789062,105.54000091552734,4378.3798828125,77.37000274658203
2023-11-06,1976.84,183.35000610351562,105.22000122070312,4365.97998046875,80.81999969482422
2023-11-03,1992.71,184.7899932861328,105.0199966430664,4358.33984375,80.51000213623047
2023-11-02,1985.06,184.1199951171875,106.12000274658203,4317.77978515625,82.45999908447266
2023-11-01,1985.16,183.50999450683594,106.87999725341797,4237.85986328125,80.44000244140625
2023-10-31,1983.77,184.08999633789062,106.66000366210938,4193.7998046875,81.0199966430664
2023-10-30,1995.63,185.10000610351562,106.12000274658203,4166.81982421875,82.30999755859375
2023-10-27,2006.11,186.14999389648438,106.55999755859375,4117.3701171875,85.54000091552734
2023-10-26,1984.49,184.00999450683594,106.5999984741211,4137.22998046875,83.20999908447266
2023-10-25,1983.05,183.72000122070312,106.52999877929688,4186.77001953125,85.38999938964844
2023-10-24,1972.95,182.9499969482422,106.2699966430664,4247.68017578125,83.73999786376953
2023-10-23,1973.66,182.97000122070312,105.54000091552734,4217.0400390625,85.48999786376953
2023-10-20,1980.9,183.58999633789062,106.16000366210938,4224.16015625,88.75
2023-10-19,1977.29,183.08999633789062,106.25,4278.0,89.37000274658203
2023-10-18,1950.89,180.8699951171875,106.56999969482422,4314.60009765625,88.31999969482422
2023-10-17,1924.78,178.2899932861328,106.25,4373.2001953125,86.66000366210938
2023-10-16,1919.47,177.9600067138672,106.23999786376953,4373.6298828125,86.66000366210938
2023-10-13,1932.3,178.8300018310547,106.6500015258789,4327.77978515625,87.69000244140625
2023-10-12,1870.65,173.25999450683594,106.56999969482422,4349.60986328125,82.91000366210938
2023-10-11,1875.38,173.7899932861328,105.81999969482422,4376.9501953125,83.48999786376953
2023-10-10,1859.75,172.52999877929688,105.83000183105469,4358.240234375,85.97000122070312
2023-10-09,1862.63,172.82000732421875,106.08000183105469,4335.66015625,86.37999725341797
2023-10-06,1831.99,169.6999969482422,106.04000091552734,4308.5,82.79000091552734
2023-10-05,1821.38,168.8300018310547,106.33000183105469,4258.18994140625,82.30999755859375
2023-10-04,1822.6,169.13999938964844,106.80000305175781,4263.75,84.22000122070312
2023-10-03,1823.42,169.16000366210938,107.0,4229.4501953125,89.2300033569336
2023-10-02,1825.05,169.64999389648438,106.9000015258789,4288.39013671875,88.81999969482422
2023-09-29,1848.92,171.4499969482422,106.16999816894531,4288.0498046875,90.79000091552734
2023-09-28,1866.79,173.22999572753906,106.22000122070312,4299.7001953125,91.70999908447266
2023-09-27,1877.63,174.10000610351562,106.66999816894531,4274.509765625,93.68000030517578
2023-09-26,1901.66,176.27999877929688,106.2300033569336,4273.52978515625,90.38999938964844
2023-09-25,1916.33,177.6999969482422,106.0,4337.43994140625,89.68000030517578
2023-09-22,1925.35,178.6199951171875,105.58000183105469,4320.06005859375,90.02999877929688
2023-09-21,1921.47,178.0500030517578,105.36000061035156,4330.0,89.62999725341797
2023-09-20,1929.52,179.35000610351562,105.16000366210938,4402.2001953125,90.27999877929688
2023-09-19,1931.42,179.22000122070312,105.19999694824219,4443.9501953125,91.19999694824219
2023-09-18,1934.16,179.38999938964844,105.19999694824219,4453.52978515625,91.4800033569336
2023-09-15,1923.96,178.33999633789062,105.31999969482422,4450.31982421875,90.7699966430664
2023-09-14,1909.91,177.1699981689453,105.41000366210938,4505.10009765625,90.16000366210938
2023-09-13,1909.3,177.0800018310547,104.7699966430664,4467.43994140625,88.5199966430664
2023-09-12,1912.96,177.49000549316406,104.70999908447266,4461.89990234375,88.83999633789062
2023-09-11,1921.72,178.41000366210938,104.56999969482422,4487.4599609375,87.29000091552734
2023-09-08,1919.06,178.0800018310547,105.08999633789062,4457.490234375,87.51000213623047
2023-09-07,1920.38,178.02000427246094,105.05999755859375,4451.14013671875,86.87000274658203
2023-09-06,1917.18,177.8300018310547,104.86000061035156,4465.47998046875,87.54000091552734
2023-09-05,1926.67,178.63999938964844,104.80999755859375,4496.830078125,86.69000244140625
2023-09-01,1939.76,180.11000061035156,104.23999786376953,4515.77001953125,85.55000305175781
2023-08-31,1939.8,180.02000427246094,103.62000274658203,4507.66015625,83.62999725341797
2023-08-30,1944.27,180.32000732421875,103.16000366210938,4514.8701171875,81.62999725341797
2023-08-29,1936.43,179.8699951171875,103.55000305175781,4497.6298828125,81.16000366210938
2023-08-28,1921.13,178.1300048828125,104.05999755859375,4433.31005859375,80.0999984741211
2023-08-25,1914.59,177.6199951171875,104.08000183105469,4405.7099609375,79.83000183105469
2023-08-24,1915.88,177.85000610351562,103.9800033569336,4376.31005859375,79.05000305175781
2023-08-23,1917.91,177.88999938964844,103.36000061035156,4436.009765625,78.88999938964844
2023-08-22,1898.57,176.10000610351562,103.55999755859375,4387.5498046875,80.3499984741211
2023-08-21,1894.82,175.80999755859375,103.33000183105469,4399.77001953125,80.72000122070312
2023-08-18,1889.57,175.3300018310547,103.37999725341797,4369.7099609375,81.25
2023-08-17,1891.35,175.3000030517578,103.44000244140625,4370.35986328125,80.38999938964844
2023-08-16,1893.4,175.57000732421875,103.41999816894531,4404.330078125,79.37999725341797
2023-08-15,1901.52,176.58999633789062,103.20999908447266,4437.85986328125,80.98999786376953
2023-08-14,1907.68,177.05999755859375,103.19000244140625,4489.72021484375,82.51000213623047
2023-08-11,1913.91,177.60000610351562,102.83999633789062,4464.0498046875,83.19000244140625
2023-08-10,1912.47,177.60000610351562,102.5199966430664,4468.830078125,82.81999969482422
2023-08-09,1916.79,177.7899932861328,102.48999786376953,4467.7099609375,84.4000015258789
2023-08-08,1925.67,178.63999938964844,102.52999877929688,4499.3798828125,82.91999816894531
2023-08-07,1936.83,179.77999877929688,102.05000305175781,4518.43994140625,81.94000244140625
2023-08-04,1942.58,180.19000244140625,102.0199966430664,4478.02978515625,82.81999969482422
2023-08-03,1935.84,179.5399932861328,102.54000091552734,4501.89013671875,81.55000305175781
2023-08-02,1936.11,179.60000610351562,102.58999633789062,4513.39013671875,79.48999786376953
2023-08-01,1952.23,180.4600067138672,102.30000305175781,4576.72998046875,81.37000274658203
2023-07-31,1964.02,182.35000610351562,101.86000061035156,4588.9599609375,81.80000305175781
2023-07-28,1959.25,181.86000061035156,101.62000274658203,4582.22998046875,80.58000183105469
2023-07-27,1947.54,180.4199981689453,101.7699966430664,4537.41015625,80.08999633789062
2023-07-26,1972.09,183.3000030517578,100.88999938964844,4566.75,78.77999877929688
2023-07-25,1965.38,182.41000366210938,101.3499984741211,4567.4599609375,79.62999725341797
2023-07-24,1954.51,181.39999389648438,101.3499984741211,4554.64013671875,78.73999786376953
2023-07-21,1961.97,182.17999267578125,101.06999969482422,4536.33984375,77.06999969482422
2023-07-20,1972.32,182.74000549316406,100.87999725341797,4534.8701171875,75.62999725341797
2023-07-19,1977.81,183.6699981689453,100.27999877929688,4565.72021484375,75.3499984741211
2023-07-18,1977.58,183.63999938964844,99.94000244140625,4554.97998046875,75.75
2023-07-17,1955.49,181.55999755859375,99.83999633789062,4522.7900390625,74.1500015258789
2023-07-14,1955.33,181.42999267578125,99.91000366210938,4505.419921875,75.41999816894531
2023-07-13,1960.2,182.00999450683594,99.7699966430664,4510.0400390625,76.88999938964844
2023-07-12,1957.81,181.8800048828125,100.5199966430664,4472.16015625,75.75
2023-07-11,1933.38,179.4499969482422,101.7300033569336,4439.259765625,74.83000183105469
2023-07-10,1924.92,178.77999877929688,101.97000122070312,4409.52978515625,72.98999786376953
2023-07-07,1925.5,178.63999938964844,102.2699966430664,4398.9501953125,73.86000061035156
2023-07-06,1911.66,177.30999755859375,103.16999816894531,4411.58984375,71.80000305175781
2023-07-05,1916.88,177.83999633789062,103.37000274658203,4446.81982421875,71.79000091552734
2023-07-03,1921.28,178.47000122070312,102.98999786376953,4455.58984375,69.79000091552734
