,1. open,2. high,3. low,4. close,5. volume
2023-12-05,2034.04,2041.29,2009.87,2019.02,0.0
2023-12-04,2118.0,2121.1,2020.25,2034.06,0.0
2023-12-03,2074.35,2145.7,2071.88,2118.08,0.0
2023-12-01,2040.18,2075.4,2033.98,2071.83,0.0
2023-11-30,2044.73,2047.28,2031.73,2040.19,0.0
2023-11-29,2044.55,2052.06,2035.47,2044.72,0.0
2023-11-28,2015.38,2044.72,2011.64,2044.51,0.0
2023-11-27,2002.52,2018.2,2001.9,2015.36,0.0
2023-11-26,2001.36,2003.23,2000.69,2002.53,0.0
2023-11-24,1994.2,2003.65,1991.57,2002.61,0.0
2023-11-23,1990.52,1998.61,1989.88,1994.19,0.0
2023-11-22,1999.41,2006.39,1986.96,1990.58,0.0
2023-11-21,1981.33,2007.63,1980.87,1999.42,0.0
2023-11-20,1974.64,1985.23,1965.54,1981.34,0.0
2023-11-19,1977.72,1978.81,1974.3,1974.62,0.0
2023-11-17,1982.71,1993.47,1978.67,1980.66,0.0
2023-11-16,1960.4,1988.04,1956.52,1982.69,0.0
2023-11-15,1962.55,1975.33,1955.51,1960.42,0.0
2023-11-14,1946.59,1970.97,1943.83,1962.54,0.0
2023-11-13,1940.43,1949.28,1931.68,1946.56,0.0
2023-11-12,1941.05,1942.32,1935.23,1940.47,0.0
2023-11-10,1959.17,1960.86,1933.06,1938.38,0.0
2023-11-09,1950.84,1965.66,1944.8,1959.19,0.0
2023-11-08,1969.03,1971.09,1947.48,1950.91,0.0
2023-11-07,1976.85,1977.13,1956.78,1969.04,0.0
2023-11-06,1988.55,1993.17,1975.89,1976.84,0.0
2023-11-05,1991.57,1991.73,1987.21,1988.56,0.0
2023-11-03,1985.08,2004.11,1983.29,1992.71,0.0
2023-11-02,1985.14,1991.03,1978.91,1985.06,0.0
2023-11-01,1983.76,1992.06,1969.95,1985.16,0.0
2023-10-31,1995.62,2007.91,1978.95,1983.77,0.0
2023-10-30,2002.81,2006.86,1991.07,1995.63,0.0
2023-10-29,2002.86,2004.85,1997.0,2002.8,0.0
2023-10-27,1984.48,2009.41,1976.92,2006.11,0.0
2023-10-26,1983.04,1993.51,1971.89,1984.49,0.0
2023-10-25,1972.96,1987.34,1963.16,1983.05,0.0
2023-10-24,1973.65,1980.95,1953.65,1972.95,0.0
2023-10-23,1971.65,1982.85,1964.39,1973.66,0.0
2023-10-22,1972.87,1978.61,1970.15,1971.64,0.0
2023-10-20,1977.3,1997.25,1972.08,1980.9,0.0
2023-10-19,1950.9,1982.51,1945.28,1977.29,0.0
2023-10-18,1924.84,1962.66,1923.86,1950.89,0.0
2023-10-17,1919.48,1931.65,1912.48,1924.78,0.0
2023-10-16,1925.99,1926.1,1908.24,1919.47,0.0
2023-10-15,1927.8,1927.8,1921.31,1926.01,0.0
2023-10-13,1870.67,1932.73,1870.14,1932.3,0.0
2023-10-12,1875.4,1885.17,1868.0,1870.65,0.0
2023-10-11,1859.76,1877.27,1858.7,1875.38,0.0
2023-10-10,1862.64,1865.4,1853.06,1859.75,0.0
2023-10-09,1848.07,1863.53,1844.25,1862.63,0.0
2023-10-08,1853.48,1854.68,1845.63,1848.05,0.0
2023-10-06,1821.37,1834.94,1810.52,1831.99,0.0
2023-10-05,1822.63,1829.29,1813.67,1821.38,0.0
2023-10-04,1823.38,1830.66,1816.63,1822.6,0.0
2023-10-03,1825.04,1833.43,1815.28,1823.42,0.0
2023-10-02,1848.49,1849.01,1820.51,1825.05,0.0
2023-10-01,1847.6,1848.9,1845.82,1848.48,0.0
2023-09-29,1866.78,1879.9,1846.36,1848.92,0.0
2023-09-28,1877.64,1879.58,1857.77,1866.79,0.0
2023-09-27,1901.65,1903.99,1872.59,1877.63,0.0
2023-09-26,1916.29,1916.57,1899.18,1901.66,0.0
2023-09-25,1924.82,1927.26,1915.26,1916.33,0.0
2023-09-24,1926.26,1926.45,1924.5,1924.8,0.0
2023-09-22,1921.46,1929.18,1921.29,1925.35,0.0
2023-09-21,1929.51,1930.58,1914.0,1921.47,0.0
2023-09-20,1931.41,1947.48,1927.97,1929.52,0.0
2023-09-19,1934.17,1937.43,1929.83,1931.42,0.0
2023-09-18,1923.35,1934.55,1922.87,1934.16,0.0
2023-09-17,1924.21,1924.66,1922.63,1923.33,0.0
2023-09-15,1909.9,1930.5,1909.88,1923.96,0.0
2023-09-14,1909.29,1912.98,1901.04,1909.91,0.0
2023-09-13,1912.95,1915.8,1905.64,1909.3,0.0
2023-09-12,1921.71,1924.57,1907.64,1912.96,0.0
2023-09-11,1918.91,1930.78,1918.42,1921.72,0.0
2023-09-10,1919.87,1919.89,1916.67,1918.92,0.0
2023-09-08,1920.36,1929.77,1917.42,1919.06,0.0
2023-09-07,1917.16,1923.66,1916.26,1920.38,0.0
2023-09-06,1926.68,1929.22,1915.32,1917.18,0.0
2023-09-05,1937.66,1939.05,1925.43,1926.67,0.0
2023-09-04,1940.67,1946.34,1936.74,1937.65,0.0
2023-09-03,1940.22,1941.1,1939.51,1940.68,0.0
2023-09-01,1939.79,1953.02,1934.45,1939.76,0.0
2023-08-31,1944.31,1947.94,1938.96,1939.8,0.0
2023-08-30,1936.44,1949.23,1935.08,1944.27,0.0
2023-08-29,1921.14,1938.35,1914.34,1936.43,0.0
2023-08-28,1915.95,1926.31,1912.84,1921.13,0.0
2023-08-25,1915.87,1922.52,1903.72,1914.59,0.0
2023-08-24,1917.92,1923.44,1911.83,1915.88,0.0
2023-08-23,1898.58,1920.39,1898.5,1917.91,0.0
2023-08-22,1894.8,1904.59,1889.15,1898.57,0.0
2023-08-21,1889.97,1898.84,1884.81,1894.82,0.0
2023-08-20,1889.53,1890.95,1888.9,1889.98,0.0
2023-08-18,1891.36,1896.9,1886.78,1889.57,0.0
2023-08-17,1893.41,1903.51,1885.1,1891.35,0.0
2023-08-16,1901.53,1907.27,1891.91,1893.4,0.0
2023-08-15,1907.66,1911.69,1896.46,1901.52,0.0
2023-08-14,1913.74,1916.33,1902.74,1907.68,0.0
2023-08-13,1913.9,1915.28,1912.5,1913.73,0.0
2023-08-11,1912.46,1921.0,1911.95,1913.91,0.0
2023-08-10,1916.8,1930.21,1910.85,1912.47,0.0
2023-08-09,1925.68,1932.43,1914.11,1916.79,0.0
2023-08-08,1936.84,1937.42,1922.82,1925.67,0.0
2023-08-07,1943.95,1945.4,1931.79,1936.83,0.0
2023-08-06,1942.61,1946.78,1942.53,1943.93,0.0
2023-08-04,1935.83,1946.93,1925.82,1942.58,0.0
2023-08-03,1936.14,1938.95,1929.59,1935.84,0.0
2023-08-02,1952.22,1954.83,1933.12,1936.11,0.0
2023-08-01,1964.01,1964.73,1941.31,1952.23,0.0
2023-07-31,1958.12,1972.42,1951.14,1964.02,0.0
2023-07-30,1959.95,1960.57,1957.42,1958.13,0.0
2023-07-28,1947.53,1963.57,1946.12,1959.25,0.0
2023-07-27,1972.12,1982.18,1942.67,1947.54,0.0
2023-07-26,1965.35,1978.34,1962.1,1972.09,0.0
2023-07-25,1954.52,1966.34,1952.05,1965.38,0.0
2023-07-24,1961.29,1967.9,1953.3,1954.51,0.0
2023-07-23,1962.46,1962.99,1960.43,1961.28,0.0
2023-07-21,1972.33,1973.84,1956.92,1961.97,0.0
2023-07-20,1977.8,1987.52,1965.4,1972.32,0.0
2023-07-19,1977.57,1980.96,1969.83,1977.81,0.0
2023-07-18,1955.48,1984.4,1954.74,1977.58,0.0
2023-07-17,1953.41,1959.91,1945.84,1955.49,0.0
2023-07-16,1955.03,1955.1,1951.45,1953.4,0.0
2023-07-14,1960.21,1963.83,1951.02,1955.33,0.0
2023-07-13,1957.82,1963.72,1952.48,1960.2,0.0
2023-07-12,1933.37,1959.73,1933.3,1957.81,0.0
2023-07-11,1924.95,1938.5,1924.5,1933.38,0.0
2023-07-10,1924.96,1926.99,1912.69,1924.92,0.0
2023-07-09,1925.28,1928.29,1923.94,1924.97,0.0
2023-07-07,1911.67,1934.95,1909.72,1925.5,0.0
2023-07-06,1916.89,1927.66,1902.69,1911.66,0.0
2023-07-05,1926.38,1935.1,1914.87,1916.88,0.0
2023-07-04,1921.27,1930.75,1920.05,1926.37,0.0
2023-07-03,1918.27,1931.0,1910.11,1921.28,0.0
2023-07-02,1918.66,1919.71,1917.54,1918.28,0.0
2023-06-30,1908.81,1922.81,1900.61,1919.44,0.0
2023-06-29,1909.8,1913.16,1893.05,1908.8,0.0
2023-06-28,1915.57,1917.28,1902.88,1909.79,0.0
2023-06-27,1922.61,1930.73,1910.94,1915.56,0.0
2023-06-26,1925.41,1933.38,1921.0,1922.58,0.0
2023-06-25,1923.15,1925.52,1922.78,1925.4,0.0
2023-06-23,1914.55,1937.53,1910.19,1921.24,0.0
2023-06-22,1933.96,1934.45,1912.48,1914.56,0.0
2023-06-21,1937.37,1939.74,1919.21,1933.94,0.0
2023-06-20,1952.53,1956.83,1929.85,1937.36,0.0
2023-06-19,1957.2,1958.75,1947.86,1952.52,0.0
2023-06-18,1958.61,1958.67,1956.33,1957.19,0.0
2023-06-16,1958.31,1967.96,1953.31,1957.59,0.0
2023-06-15,1945.3,1960.3,1924.88,1958.32,0.0
2023-06-14,1944.01,1960.32,1939.78,1945.31,0.0
2023-06-13,1960.05,1971.01,1940.08,1944.0,0.0
2023-06-12,1960.06,1967.05,1949.23,1960.06,0.0
2023-06-11,1959.75,1960.66,1958.14,1960.07,0.0
2023-06-09,1965.4,1973.13,1956.66,1960.75,0.0
2023-06-08,1944.54,1970.59,1942.86,1965.41,0.0
2023-06-07,1963.44,1970.24,1939.92,1944.53,0.0
2023-06-06,1961.34,1966.44,1954.44,1963.43,0.0
2023-06-05,1949.44,1964.09,1938.18,1961.32,0.0
2023-06-04,1947.54,1950.21,1947.4,1949.45,0.0
2023-06-02,1977.12,1983.49,1947.59,1948.05,0.0
2023-06-01,1966.38,1983.17,1953.43,1977.13,0.0
2023-05-31,1958.64,1974.86,1953.69,1966.39,0.0
2023-05-30,1941.61,1963.58,1932.14,1958.62,0.0
2023-05-29,1943.76,1949.81,1940.33,1941.6,0.0
2023-05-28,1943.2,1946.35,1943.18,1943.75,0.0
2023-05-26,1940.6,1957.33,1936.84,1946.84,0.0
2023-05-25,1959.86,1964.87,1938.89,1940.58,0.0
2023-05-24,1975.13,1985.35,1956.77,1959.85,0.0
2023-05-23,1969.91,1977.81,1954.32,1975.12,0.0
2023-05-22,1980.94,1982.7,1968.96,1969.89,0.0
2023-05-21,1978.19,1981.58,1978.09,1980.93,0.0
2023-05-19,1958.5,1984.25,1954.11,1977.75,0.0
2023-05-18,1982.85,1986.1,1952.01,1958.49,0.0
2023-05-17,1989.77,1993.09,1975.08,1982.84,0.0
2023-05-16,2014.5,2018.38,1985.55,1989.76,0.0
2023-05-15,2009.65,2022.22,2008.76,2014.49,0.0
2023-05-14,2008.69,2012.1,2008.69,2009.67,0.0
2023-05-12,2016.46,2022.61,2001.02,2011.04,0.0
2023-05-11,2031.52,2041.3,2011.19,2016.45,0.0
2023-05-10,2036.37,2048.34,2021.58,2031.51,0.0
2023-05-09,2021.37,2037.68,2019.58,2036.38,0.0
2023-05-08,2016.11,2029.43,2015.26,2021.385,0.0
2023-05-07,2016.42,2017.41,2014.33,2016.1,0.0
2023-05-05,2050.0,2053.05,1999.54,2016.79,0.0
2023-05-04,2052.02,2059.61,2030.41,2050.01,0.0
2023-05-03,2015.99,2062.92,2008.05,2052.03,0.0
2023-05-02,1981.485,2019.44,1978.53,2016.0,0.0
2023-05-01,1986.97,2006.06,1977.135,1981.475,0.0
2023-04-30,1989.86,1992.0,1986.715,1986.965,0.0
2023-04-28,1986.98,1995.065,1976.225,1989.53,0.0
2023-04-27,1991.755,2003.355,1974.175,1986.99,0.0
2023-04-26,2000.27,2009.39,1983.39,1991.76,0.0
2023-04-25,1995.11,2003.895,1976.16,2000.28,0.0
2023-04-24,1984.71,1996.655,1974.185,1995.095,0.0
2023-04-23,1982.26,1985.425,1981.855,1984.72,0.0
2023-04-21,2005.33,2005.59,1971.655,1983.04,0.0
2023-04-20,1993.75,2012.41,1990.58,2005.34,0.0
2023-04-19,2005.83,2008.225,1969.275,1993.74,0.0
2023-04-18,1993.98,2011.895,1991.34,2005.84,0.0
2023-04-17,2002.985,2015.08,1981.19,1993.99,0.0
2023-04-16,2001.195,2005.125,1999.76,2002.97,0.0
2023-04-14,2039.775,2047.495,1992.47,2004.38,0.0
2023-04-13,2018.24,2048.69,2015.37,2039.78,0.0
2023-04-12,2004.785,2028.35,2001.33,2018.25,0.0
2023-04-11,1992.495,2007.51,1988.865,2004.795,0.0
2023-04-10,2005.565,2005.955,1981.705,1992.485,0.0
2023-04-09,1997.885,2006.625,1997.16,2005.575,0.0
2023-04-06,2020.33,2021.01,2000.905,2007.445,0.0
2023-04-05,2021.805,2032.145,2010.145,2020.325,0.0
2023-04-04,1985.005,2025.075,1976.99,2021.81,0.0
2023-04-03,1957.11,1990.585,1949.825,1985.015,0.0
2023-04-02,1966.42,1967.53,1957.07,1957.12,0.0
2023-03-31,1978.54,1987.675,1966.97,1969.5,0.0
2023-03-30,1963.3,1984.355,1955.485,1978.55,0.0
2023-03-29,1972.01,1972.955,1958.88,1963.295,0.0
2023-03-28,1958.185,1975.35,1949.215,1972.005,0.0
2023-03-27,1975.76,1978.805,1944.035,1958.18,0.0
2023-03-26,1976.725,1976.82,1969.445,1975.77,0.0
2023-03-24,1991.4,2003.015,1975.27,1978.915,0.0
2023-03-23,1969.755,2003.4,1966.39,1991.405,0.0
2023-03-22,1943.22,1978.905,1934.34,1969.745,0.0
2023-03-21,1976.71,1985.215,1935.485,1943.215,0.0
2023-03-20,1977.04,2009.855,1965.945,1976.705,0.0
2023-03-19,1985.68,1988.175,1975.115,1977.05,0.0
2023-03-17,1921.415,1988.585,1918.335,1988.24,0.0
2023-03-16,1921.26,1933.52,1907.565,1921.41,0.0
2023-03-15,1903.17,1937.39,1885.76,1921.25,0.0
2023-03-14,1912.13,1914.215,1895.405,1903.165,0.0
2023-03-13,1877.87,1914.655,1871.58,1912.125,0.0
2023-03-12,1883.36,1894.315,1875.86,1877.875,0.0
2023-03-10,1831.66,1870.22,1827.795,1867.19,0.0
2023-03-09,1815.295,1835.8,1812.02,1831.645,0.0
2023-03-08,1814.03,1824.29,1809.45,1815.29,0.0
2023-03-07,1846.43,1851.72,1812.785,1814.01,0.0
2023-03-06,1852.365,1858.595,1845.15,1846.44,0.0
2023-03-05,1853.84,1854.2,1852.225,1852.36,0.0
2023-03-03,1837.895,1856.36,1837.845,1855.375,0.0
2023-03-02,1836.65,1839.045,1830.095,1837.915,0.0
2023-03-01,1825.665,1844.5,1823.135,1836.675,0.0
2023-02-28,1817.225,1831.205,1804.75,1825.675,0.0
2023-02-27,1811.83,1820.185,1806.75,1817.23,0.0
2023-02-26,1812.095,1813.145,1811.315,1811.835,0.0
2023-02-24,1823.29,1827.875,1809.035,1810.86,0.0
2023-02-23,1825.22,1833.835,1817.555,1823.275,0.0
2023-02-22,1835.63,1846.11,1823.59,1825.2,0.0
2023-02-21,1841.825,1844.005,1830.285,1835.62,0.0
2023-02-20,1838.785,1847.6,1837.4,1841.82,0.0
2023-02-19,1841.36,1841.76,1838.5,1838.765,0.0
2023-02-17,1834.415,1843.63,1818.92,1842.7,0.0
2023-02-16,1836.47,1845.36,1827.635,1834.42,0.0
2023-02-15,1854.995,1860.17,1830.59,1836.465,0.0
2023-02-14,1854.44,1870.41,1843.36,1854.975,0.0
2023-02-13,1862.845,1866.625,1850.525,1854.43,0.0
2023-02-12,1864.09,1865.315,1862.75,1862.835,0.0
2023-02-10,1862.425,1872.305,1852.835,1865.44,0.0
2023-02-09,1875.035,1890.26,1859.02,1862.41,0.0
2023-02-08,1873.025,1886.68,1869.09,1875.045,0.0
2023-02-07,1868.55,1884.43,1865.04,1873.02,0.0
2023-02-06,1865.545,1881.275,1863.13,1868.55,0.0
2023-02-05,1864.25,1869.965,1863.785,1865.55,0.0
2023-02-03,1915.085,1918.615,1861.45,1865.825,0.0
2023-02-02,1953.2,1959.74,1911.345,1915.07,0.0
2023-02-01,1927.62,1956.3,1920.645,1953.215,0.0
2023-01-31,1922.07,1931.205,1900.755,1927.615,0.0
2023-01-30,1929.025,1934.595,1920.42,1922.06,0.0
2023-01-29,1926.82,1929.005,1926.545,1929.005,0.0
2023-01-27,1930.805,1935.09,1916.72,1928.41,0.0
2023-01-26,1948.71,1949.585,1918.765,1930.795,0.0
2023-01-25,1937.04,1949.145,1919.875,1948.7,0.0
2023-01-24,1931.395,1942.79,1917.105,1937.045,0.0
2023-01-23,1927.23,1935.575,1911.425,1931.39,0.0
2023-01-22,1924.445,1927.325,1924.23,1927.225,0.0
2023-01-20,1931.82,1937.59,1920.57,1925.98,0.0
2023-01-19,1906.855,1935.485,1901.035,1931.8,0.0
2023-01-18,1908.705,1925.94,1896.4,1906.86,0.0
2023-01-17,1917.97,1919.17,1903.56,1908.7,0.0
2023-01-16,1917.07,1929.13,1910.73,1917.965,0.0
2023-01-15,1922.645,1924.17,1916.965,1917.065,0.0
2023-01-13,1898.13,1922.14,1892.37,1920.56,0.0
2023-01-12,1876.98,1901.645,1874.935,1898.115,0.0
2023-01-11,1877.195,1886.805,1866.95,1876.985,0.0
2023-01-10,1870.575,1880.8,1867.955,1877.2,0.0
2023-01-09,1869.815,1881.56,1867.27,1870.57,0.0
2023-01-08,1866.595,1870.265,1866.595,1869.8,0.0
2023-01-06,1832.955,1870.065,1831.27,1866.22,0.0
2023-01-05,1854.93,1859.095,1824.975,1832.965,0.0
2023-01-04,1836.635,1865.165,1836.305,1854.935,0.0
2023-01-03,1829.42,1850.175,1826.79,1836.655,0.0
2023-01-02,1828.595,1830.96,1824.255,1829.425,0.0
2022-12-30,1815.175,1826.055,1813.415,1823.54,0.0
2022-12-29,1805.845,1820.25,1804.415,1815.16,0.0
2022-12-28,1812.46,1814.68,1797.03,1805.875,0.0
2022-12-27,1801.835,1833.425,1800.75,1812.475,0.0
2022-12-26,1800.93,1804.08,1800.68,1801.825,0.0
2022-12-25,1798.455,1798.455,1798.455,1798.455,0.0
2022-12-23,1793.515,1803.48,1791.26,1798.595,0.0
2022-12-22,1814.955,1820.55,1784.88,1793.51,0.0
2022-12-21,1817.26,1823.84,1811.91,1814.97,0.0
2022-12-20,1787.315,1821.115,1784.685,1817.25,0.0
2022-12-19,1790.96,1798.835,1783.89,1787.325,0.0
2022-12-18,1792.43,1792.97,1790.89,1790.955,0.0
2022-12-16,1776.56,1794.275,1774.355,1793.01,0.0
2022-12-15,1807.725,1807.935,1773.845,1776.565,0.0
2022-12-14,1809.73,1814.115,1796.235,1807.715,0.0
2022-12-13,1782.04,1824.74,1781.06,1809.735,0.0
2022-12-12,1794.99,1795.545,1777.6,1782.045,0.0
2022-12-11,1796.095,1796.72,1794.835,1795.005,0.0
2022-12-09,1789.295,1806.15,1788.55,1797.625,0.0
2022-12-08,1786.975,1794.875,1781.37,1789.275,0.0
2022-12-07,1770.995,1790.53,1768.77,1786.97,0.0
2022-12-06,1769.68,1781.16,1767.345,1770.99,0.0
2022-12-05,1799.045,1810.005,1765.97,1769.67,0.0
2022-12-04,1795.685,1799.36,1794.45,1799.03,0.0
2022-12-02,1802.32,1802.99,1778.575,1798.065,0.0
2022-12-01,1773.43,1804.495,1771.985,1802.325,0.0
2022-11-30,1749.035,1773.535,1745.115,1773.42,0.0
2022-11-29,1741.325,1759.3,1740.295,1749.015,0.0
2022-11-28,1751.065,1763.845,1739.7,1741.31,0.0
2022-11-27,1753.605,1754.665,1750.34,1751.07,0.0
2022-11-25,1755.53,1761.305,1746.035,1754.79,0.0
2022-11-24,1752.34,1758.82,1752.33,1755.555,0.0
2022-11-23,1741.225,1753.4,1727.165,1752.345,0.0
2022-11-22,1738.65,1749.83,1737.125,1741.22,0.0
2022-11-21,1752.395,1753.15,1732.58,1738.635,0.0
2022-11-20,1751.45,1752.775,1751.08,1752.415,0.0
2022-11-18,1760.195,1767.745,1747.6,1751.17,0.0
2022-11-17,1773.95,1774.87,1754.575,1760.19,0.0
2022-11-16,1780.83,1785.085,1770.425,1773.945,0.0
2022-11-15,1769.6,1786.51,1767.19,1780.82,0.0
2022-11-14,1763.53,1775.105,1753.36,1769.59,0.0
2022-11-13,1763.76,1765.01,1761.56,1763.535,0.0
2022-11-11,1752.29,1772.955,1747.355,1771.205,0.0
2022-11-10,1706.535,1757.3,1704.06,1752.3,0.0
2022-11-09,1711.685,1722.42,1702.21,1706.53,0.0
2022-11-08,1674.185,1716.965,1664.745,1711.68,0.0
2022-11-07,1672.765,1681.905,1666.88,1674.175,0.0
2022-11-06,1675.32,1680.395,1672.35,1672.76,0.0
2022-11-04,1629.85,1681.765,1629.415,1680.935,0.0
2022-11-03,1633.76,1640.985,1616.69,1629.845,0.0
2022-11-02,1646.89,1667.45,1631.88,1633.77,0.0
2022-11-01,1632.565,1657.09,1631.065,1646.885,0.0
2022-10-31,1643.51,1645.72,1631.85,1632.575,0.0
2022-10-30,1643.655,1645.46,1643.03,1643.5,0.0
2022-10-28,1661.995,1667.095,1638.275,1644.695,0.0
2022-10-27,1667.61,1670.84,1654.91,1661.99,0.0
2022-10-26,1652.865,1674.99,1649.82,1667.605,0.0
2022-10-25,1651.865,1662.53,1638.315,1652.855,0.0
2022-10-24,1661.33,1663.34,1644.0,1651.86,0.0
2022-10-23,1660.09,1670.815,1656.725,1661.335,0.0
2022-10-21,1624.94,1658.1,1619.235,1658.04,0.0
2022-10-19,1652.395,1653.505,1627.81,1628.99,0.0
2022-10-18,1650.765,1661.075,1645.89,1652.42,0.0
2022-10-17,1647.645,1668.495,1646.48,1650.77,0.0
2022-10-16,1646.35,1647.815,1644.215,1647.65,0.0
2022-10-14,1663.5,1671.81,1640.24,1644.385,0.0
2022-10-13,1674.555,1682.465,1642.505,1663.49,0.0
2022-10-12,1664.16,1678.365,1661.475,1674.545,0.0
2022-10-11,1670.195,1683.995,1661.01,1664.18,0.0
2022-10-10,1696.79,1697.33,1665.76,1670.2,0.0
2022-10-09,1696.32,1700.0,1695.905,1696.795,0.0
2022-10-07,1711.955,1714.89,1690.725,1695.42,0.0
2022-10-06,1718.48,1725.525,1707.695,1711.94,0.0
2022-10-05,1725.65,1727.87,1700.63,1718.47,0.0
2022-10-04,1701.115,1729.55,1695.185,1725.64,0.0
2022-10-03,1664.29,1702.61,1659.675,1701.11,0.0
2022-10-02,1664.33,1665.45,1663.34,1664.295,0.0
2022-09-30,1664.68,1675.415,1659.32,1661.36,0.0
2022-09-29,1656.195,1665.35,1641.545,1664.685,0.0
2022-09-28,1628.94,1662.755,1614.88,1656.16,0.0
2022-09-27,1627.725,1642.455,1626.815,1628.945,0.0
2022-09-26,1644.23,1649.81,1621.235,1627.73,0.0
2022-09-25,1643.33,1645.76,1640.495,1644.22,0.0
2022-09-23,1672.81,1676.09,1639.825,1644.05,0.0
2022-09-22,1667.13,1684.93,1655.7,1672.82,0.0
2022-09-21,1666.48,1688.065,1654.705,1667.14,0.0
2022-09-20,1675.855,1679.545,1660.045,1666.485,0.0
2022-09-19,1678.015,1678.82,1659.66,1675.86,0.0
2022-09-18,1674.55,1679.995,1674.105,1678.035,0.0
2022-09-16,1662.38,1680.415,1654.205,1675.345,0.0
2022-09-15,1697.585,1697.855,1660.415,1662.375,0.0
2022-09-14,1702.24,1707.135,1693.705,1697.575,0.0
2022-09-13,1725.34,1731.855,1697.105,1702.23,0.0
2022-09-12,1718.47,1735.19,1712.02,1725.35,0.0
2022-09-11,1718.425,1720.25,1716.85,1718.48,0.0
2022-09-09,1710.975,1729.545,1709.91,1717.305,0.0
2022-09-08,1716.66,1728.255,1703.975,1710.965,0.0
2022-09-07,1703.6,1719.555,1691.515,1716.655,0.0
2022-09-06,1714.01,1727.57,1699.94,1703.58,0.0
2022-09-05,1712.365,1715.855,1708.305,1714.025,0.0
2022-09-02,1697.43,1718.07,1696.385,1712.63,0.0
2022-09-01,1709.06,1709.06,1688.895,1697.475,0.0
2022-08-31,1723.4,1726.555,1707.89,1709.065,0.0
2022-08-30,1739.62,1740.57,1721.255,1723.405,0.0
2022-08-29,1734.795,1745.545,1720.36,1739.63,0.0
2022-08-28,1734.915,1734.97,1734.75,1734.85,0.0
2022-08-26,1756.495,1758.86,1734.255,1738.145,0.0
2022-08-25,1751.09,1765.535,1750.035,1756.49,0.0
2022-08-24,1746.1,1755.915,1742.535,1751.08,0.0
2022-08-23,1735.315,1754.155,1730.86,1746.115,0.0
2022-08-22,1745.79,1749.305,1727.825,1735.32,0.0
2022-08-21,1745.73,1748.21,1745.09,1745.8,0.0
2022-08-19,1758.55,1758.735,1745.595,1747.605,0.0
2022-08-18,1765.045,1772.49,1755.535,1758.545,0.0
2022-08-17,1775.66,1782.39,1759.81,1765.04,0.0
2022-08-16,1778.65,1783.18,1771.58,1775.665,0.0
2022-08-15,1799.26,1801.83,1773.03,1778.63,0.0
2022-08-14,1801.77,1801.84,1799.115,1799.27,0.0
2022-08-12,1789.115,1802.615,1784.98,1802.18,0.0
2022-08-11,1791.745,1799.395,1783.68,1789.12,0.0
2022-08-10,1794.165,1807.905,1787.615,1791.735,0.0
2022-08-09,1789.24,1800.53,1783.185,1794.165,0.0
2022-08-08,1774.69,1790.76,1771.26,1789.245,0.0
2022-08-07,1773.475,1775.17,1772.895,1774.7,0.0
2022-08-05,1793.37,1794.915,1765.025,1775.77,0.0
2022-08-04,1763.625,1794.955,1763.385,1793.405,0.0
2022-08-03,1756.67,1772.83,1754.325,1763.61,0.0
2022-08-02,1772.365,1788.135,1754.94,1756.675,0.0
2022-08-01,1762.255,1775.43,1758.37,1772.355,0.0
2022-07-31,1765.395,1765.515,1760.955,1762.245,0.0
2022-07-29,1755.09,1768.16,1752.19,1766.42,0.0
2022-07-28,1738.9,1757.09,1734.17,1755.07,0.0
2022-07-27,1718.08,1740.27,1711.59,1738.89,0.0
2022-07-26,1719.365,1728.43,1713.72,1718.105,0.0
2022-07-25,1724.855,1736.325,1714.8,1719.18,0.0
2022-07-24,1725.55,1725.625,1724.76,1724.845,0.0
2022-07-22,1718.125,1739.35,1712.935,1727.59,0.0
2022-07-21,1695.515,1720.37,1680.915,1718.145,0.0
2022-07-20,1710.055,1714.605,1692.59,1695.525,0.0
2022-07-19,1708.25,1718.505,1705.465,1710.07,0.0
2022-07-18,1710.37,1723.95,1706.795,1708.26,0.0
2022-07-17,1706.945,1710.73,1706.655,1710.355,0.0
2022-07-15,1711.735,1716.655,1699.045,1707.6,0.0
2022-07-14,1732.03,1733.625,1697.67,1711.74,0.0
2022-07-13,1725.385,1745.45,1707.055,1732.015,0.0
2022-07-12,1733.365,1744.995,1723.26,1725.39,0.0
2022-07-11,1740.92,1743.66,1731.34,1733.36,0.0
2022-07-08,1741.915,1752.46,1733.065,1742.43,0.0
2022-07-07,1740.075,1749.125,1736.62,1741.92,0.0
2022-07-06,1769.68,1772.875,1732.3,1740.06,0.0
2022-07-05,1809.405,1812.225,1764.045,1769.655,0.0
2022-07-04,1808.24,1814.405,1804.045,1809.425,0.0
2022-07-03,1810.455,1811.125,1808.19,1808.225,0.0
2022-07-01,1806.565,1809.48,1784.635,1809.455,0.0
2022-06-30,1818.89,1825.16,1802.74,1806.545,0.0
2022-06-29,1818.41,1833.115,1812.09,1818.895,0.0
2022-06-28,1823.75,1829.535,1818.255,1818.415,0.0
2022-06-27,1831.11,1841.245,1820.745,1823.76,0.0
2022-06-26,1836.175,1836.375,1830.135,1831.125,0.0
2022-06-24,1824.615,1831.83,1816.93,1827.155,0.0
2022-06-23,1836.585,1836.585,1822.765,1824.62,0.0
2022-06-22,1831.555,1846.77,1823.37,1836.57,0.0
