,1. open,2. high,3. low,4. close,5. volume
2022-06-21,1839.075,1843.645,1828.665,1831.55,0.0
2022-06-20,1838.49,1846.245,1835.21,1839.08,0.0
2022-06-19,1836.155,1840.37,1834.825,1838.485,0.0
2022-06-17,1850.975,1853.015,1833.87,1840.315,0.0
2022-06-16,1833.835,1857.49,1815.25,1850.965,0.0
2022-06-15,1811.08,1841.945,1808.495,1833.86,0.0
2022-06-14,1820.965,1831.385,1805.16,1811.07,0.0
2022-06-13,1877.19,1877.565,1814.345,1820.975,0.0
2022-06-12,1878.29,1879.175,1874.86,1877.175,0.0
2022-06-10,1847.085,1875.985,1825.16,1871.745,0.0
2022-06-09,1852.91,1855.515,1840.165,1847.08,0.0
2022-06-08,1853.82,1859.715,1844.64,1852.895,0.0
2022-06-07,1839.405,1855.575,1837.02,1853.825,0.0
2022-06-06,1851.575,1857.82,1838.01,1839.415,0.0
2022-06-05,1850.96,1853.32,1850.26,1851.565,0.0
2022-06-03,1869.955,1874.255,1847.51,1851.21,0.0
2022-06-02,1846.045,1870.675,1844.035,1869.945,0.0
2022-06-01,1836.56,1849.86,1828.475,1846.05,0.0
2022-05-31,1852.43,1857.265,1835.28,1836.53,0.0
2022-05-30,1849.865,1864.245,1848.685,1852.425,0.0
2022-05-29,1852.575,1853.915,1848.28,1849.87,0.0
2022-05-27,1852.91,1862.02,1847.92,1853.13,0.0
2022-05-26,1854.205,1854.45,1840.895,1852.915,0.0
2022-05-25,1867.53,1868.24,1841.465,1854.21,0.0
2022-05-24,1853.895,1869.71,1849.315,1867.525,0.0
2022-05-23,1846.275,1865.52,1846.265,1853.89,0.0
2022-05-22,1848.635,1849.5,1843.26,1846.285,0.0
2022-05-20,1842.055,1849.57,1836.515,1846.58,0.0
2022-05-19,1816.175,1849.1,1811.0,1842.065,0.0
2022-05-18,1814.58,1824.785,1807.43,1816.18,0.0
2022-05-17,1826.45,1836.2,1812.985,1814.595,0.0
2022-05-16,1813.235,1829.245,1786.815,1826.42,0.0
2022-05-15,1815.09,1815.955,1809.8,1813.245,0.0
2022-05-13,1821.53,1828.94,1799.115,1811.61,0.0
2022-05-12,1854.21,1858.955,1810.735,1821.52,0.0
2022-05-11,1833.765,1858.275,1832.2,1854.205,0.0
2022-05-10,1854.55,1865.55,1833.435,1833.78,0.0
2022-05-09,1881.26,1882.125,1851.81,1854.545,0.0
2022-05-08,1883.6,1885.745,1879.865,1881.255,0.0
2022-05-06,1874.45,1892.465,1866.315,1883.78,0.0
2022-05-05,1894.09,1909.895,1872.66,1874.46,0.0
2022-05-04,1868.485,1894.295,1861.62,1894.085,0.0
2022-05-03,1863.17,1878.215,1850.435,1868.48,0.0
2022-05-02,1897.28,1898.48,1854.54,1863.18,0.0
2022-05-01,1899.485,1899.96,1896.165,1897.29,0.0
2022-04-29,1895.65,1919.905,1894.52,1896.895,0.0
2022-04-28,1885.79,1896.815,1872.3,1895.665,0.0
2022-04-27,1906.61,1907.035,1881.45,1885.8,0.0
2022-04-26,1899.35,1911.305,1895.765,1906.595,0.0
2022-04-25,1932.85,1932.915,1891.51,1899.36,0.0
2022-04-24,1933.03,1934.64,1929.745,1932.845,0.0
2022-04-22,1950.955,1955.705,1926.66,1931.92,0.0
2022-04-21,1956.89,1957.45,1936.78,1950.975,0.0
2022-04-20,1949.855,1958.145,1939.51,1956.9,0.0
2022-04-19,1977.24,1982.045,1943.82,1949.865,0.0
2022-04-18,1986.955,1998.37,1976.375,1977.23,0.0
2022-04-17,1972.855,1988.285,1972.065,1986.945,0.0
2022-04-14,1977.185,1980.365,1960.67,1972.15,0.0
2022-04-13,1965.98,1981.6,1962.945,1977.175,0.0
2022-04-12,1952.805,1978.715,1949.76,1965.99,0.0
2022-04-11,1944.73,1969.98,1940.04,1952.81,0.0
2022-04-10,1948.08,1949.99,1943.31,1944.755,0.0
2022-04-08,1933.0,1948.245,1927.785,1948.045,0.0
2022-04-07,1923.83,1937.845,1920.61,1932.995,0.0
2022-04-06,1920.535,1933.555,1915.105,1923.83,0.0
2022-04-05,1931.685,1944.755,1917.96,1920.54,0.0
2022-04-04,1924.64,1937.015,1915.545,1931.68,0.0
2022-04-03,1924.61,1925.01,1921.45,1924.62,0.0
2022-04-01,1936.825,1939.67,1918.035,1924.645,0.0
2022-03-31,1934.235,1949.94,1919.36,1936.815,0.0
2022-03-30,1916.49,1938.65,1915.99,1934.175,0.0
2022-03-29,1924.095,1929.435,1890.21,1916.47,0.0
2022-03-28,1957.355,1958.505,1916.995,1924.085,0.0
2022-03-27,1955.8,1957.95,1954.87,1957.37,0.0
2022-03-25,1959.375,1964.415,1943.265,1958.315,0.0
2022-03-24,1946.15,1966.28,1937.635,1959.395,0.0
2022-03-23,1919.745,1948.485,1915.585,1946.165,0.0
2022-03-22,1935.745,1938.355,1910.685,1919.735,0.0
2022-03-21,1919.215,1941.395,1917.92,1935.715,0.0
2022-03-20,1925.2,1926.555,1918.415,1919.225,0.0
2022-03-18,1944.165,1945.52,1918.04,1920.58,0.0
2022-03-17,1927.18,1949.875,1925.79,1944.155,0.0
2022-03-16,1918.175,1929.675,1895.1,1927.165,0.0
2022-03-15,1952.255,1952.305,1907.1,1918.175,0.0
2022-03-14,1974.37,1978.795,1949.77,1952.25,0.0
2022-03-13,1980.7,1983.96,1970.755,1974.35,0.0
2022-03-11,1995.56,1997.35,1958.75,1988.64,0.0
2022-03-10,1990.02,2009.285,1970.715,1995.56,0.0
2022-03-09,2043.92,2059.225,1976.075,1990.015,0.0
2022-03-08,1998.885,2070.51,1981.11,2043.915,0.0
2022-03-07,1988.835,2002.695,1961.1,1998.88,0.0
2022-03-06,1981.355,1991.67,1981.355,1988.785,0.0
2022-03-05,1970.395,1970.395,1970.395,1970.395,0.0
2022-03-04,1934.965,1970.835,1929.71,1970.285,0.0
2022-03-03,1928.97,1941.28,1922.1,1934.96,0.0
2022-03-02,1942.4,1947.98,1913.805,1928.87,0.0
2022-03-01,1906.285,1950.27,1901.48,1942.39,0.0
2022-02-28,1910.355,1919.465,1890.955,1906.295,0.0
2022-02-27,1920.865,1927.55,1904.41,1910.36,0.0
2022-02-25,1906.745,1921.86,1883.005,1889.35,0.0
2022-02-24,1910.79,1974.69,1878.225,1906.805,0.0
2022-02-23,1898.235,1911.65,1889.68,1910.81,0.0
2022-02-22,1910.03,1913.36,1891.465,1898.255,0.0
2022-02-21,1904.995,1908.335,1887.7,1903.675,0.0
2022-02-20,1903.28,1906.615,1899.845,1904.985,0.0
2022-02-18,1900.095,1902.58,1886.705,1898.16,0.0
2022-02-17,1869.995,1901.18,1867.875,1900.09,0.0
2022-02-16,1853.05,1872.625,1850.385,1869.99,0.0
2022-02-15,1871.1,1879.58,1844.615,1853.045,0.0
2022-02-14,1859.64,1874.19,1850.895,1871.09,0.0
2022-02-13,1855.875,1861.64,1855.425,1859.635,0.0
2022-02-11,1826.97,1865.405,1820.945,1859.36,0.0
2022-02-10,1832.61,1841.985,1821.67,1826.975,0.0
2022-02-09,1825.955,1835.855,1824.775,1832.615,0.0
2022-02-08,1822.065,1828.815,1815.42,1825.95,0.0
2022-02-07,1810.1,1823.63,1808.825,1822.06,0.0
2022-02-06,1808.455,1811.48,1807.865,1810.095,0.0
2022-02-04,1805.77,1814.94,1792.25,1807.695,0.0
2022-02-03,1807.85,1809.035,1788.685,1805.785,0.0
2022-02-02,1800.8,1810.83,1794.5,1807.845,0.0
2022-02-01,1797.775,1808.83,1795.815,1800.78,0.0
2022-01-31,1789.555,1799.915,1785.645,1797.78,0.0
2022-01-30,1789.43,1790.66,1788.485,1789.55,0.0
2022-01-28,1797.385,1799.495,1780.345,1791.77,0.0
2022-01-27,1822.025,1822.045,1791.865,1797.39,0.0
2022-01-26,1849.63,1849.645,1814.99,1822.035,0.0
2022-01-25,1843.575,1853.875,1834.95,1849.635,0.0
2022-01-24,1834.78,1844.365,1829.775,1843.565,0.0
2022-01-23,1833.05,1837.14,1833.05,1834.775,0.0
2022-01-21,1839.035,1843.25,1828.51,1834.76,0.0
2022-01-20,1838.665,1847.96,1836.015,1839.025,0.0
2022-01-19,1814.36,1843.34,1810.285,1838.655,0.0
2022-01-18,1818.865,1822.805,1805.84,1814.35,0.0
2022-01-17,1816.505,1823.25,1813.22,1819.205,0.0
2022-01-16,1817.625,1818.255,1816.005,1816.495,0.0
2022-01-14,1820.89,1829.2,1814.73,1817.745,0.0
2022-01-13,1825.35,1828.195,1812.38,1820.895,0.0
2022-01-12,1820.795,1828.14,1814.78,1825.35,0.0
2022-01-11,1801.28,1823.34,1801.24,1820.805,0.0
2022-01-10,1795.26,1803.0,1790.385,1801.285,0.0
2022-01-09,1795.195,1796.175,1794.595,1795.27,0.0
2022-01-07,1791.49,1798.725,1782.67,1797.175,0.0
2022-01-06,1810.325,1811.605,1786.49,1791.48,0.0
2022-01-05,1813.98,1829.695,1808.35,1810.315,0.0
2022-01-04,1804.29,1816.71,1798.55,1813.985,0.0
2022-01-03,1828.455,1831.595,1798.44,1804.3,0.0
2022-01-02,1830.665,1831.73,1828.055,1828.475,0.0
2021-12-31,1815.905,1830.32,1814.875,1829.335,0.0
2021-12-30,1804.605,1817.345,1796.385,1815.895,0.0
2021-12-29,1806.655,1807.815,1789.51,1804.595,0.0
2021-12-28,1812.375,1820.275,1805.115,1806.66,0.0
2021-12-27,1807.285,1813.49,1803.07,1812.38,0.0
2021-12-26,1806.51,1808.64,1806.51,1807.27,0.0
2021-12-23,1803.735,1810.695,1798.91,1808.415,0.0
2021-12-22,1790.59,1805.095,1785.93,1803.74,0.0
2021-12-21,1791.72,1800.485,1784.925,1790.595,0.0
2021-12-20,1800.135,1804.175,1788.405,1791.71,0.0
2021-12-19,1800.64,1801.7,1799.415,1800.13,0.0
2021-12-17,1798.84,1814.31,1795.87,1798.075,0.0
2021-12-16,1779.64,1799.595,1775.705,1798.83,0.0
2021-12-15,1772.57,1781.555,1753.135,1779.645,0.0
2021-12-14,1785.785,1789.515,1766.495,1772.56,0.0
2021-12-13,1783.305,1791.58,1781.87,1785.795,0.0
2021-12-12,1783.0,1784.49,1782.805,1783.3,0.0
2021-12-10,1776.485,1789.555,1770.16,1782.855,0.0
2021-12-09,1783.63,1787.67,1773.415,1776.49,0.0
2021-12-08,1784.78,1793.15,1779.745,1783.64,0.0
2021-12-07,1781.05,1787.88,1772.36,1784.805,0.0
2021-12-06,1783.045,1787.78,1775.825,1781.03,0.0
2021-12-05,1782.485,1784.205,1780.895,1783.04,0.0
2021-12-03,1768.92,1786.2,1766.185,1782.385,0.0
2021-12-02,1781.94,1782.19,1761.83,1768.935,0.0
2021-12-01,1773.435,1794.96,1772.755,1781.915,0.0
2021-11-30,1786.895,1808.785,1770.05,1773.435,0.0
2021-11-29,1795.335,1799.38,1781.2,1786.9,0.0
2021-11-28,1784.345,1795.54,1783.61,1795.355,0.0
2021-11-26,1792.7,1815.555,1780.36,1790.995,0.0
2021-11-25,1789.685,1795.155,1788.12,1792.705,0.0
2021-11-24,1790.95,1796.42,1778.57,1789.68,0.0
2021-11-23,1809.07,1812.385,1782.055,1790.97,0.0
2021-11-22,1845.06,1849.21,1802.355,1809.075,0.0
2021-11-21,1842.235,1847.44,1841.71,1845.07,0.0
2021-11-19,1859.715,1865.85,1843.135,1846.44,0.0
2021-11-18,1866.625,1870.99,1855.22,1859.71,0.0
2021-11-17,1850.385,1868.13,1849.63,1866.61,0.0
2021-11-16,1862.445,1877.15,1849.725,1850.395,0.0
2021-11-15,1865.6,1870.5,1856.46,1862.465,0.0
2021-11-14,1867.0,1867.885,1865.33,1865.605,0.0
2021-11-12,1862.38,1868.74,1845.33,1864.3,0.0
2021-11-11,1848.42,1866.05,1842.95,1862.405,0.0
2021-11-10,1829.445,1868.58,1822.45,1848.415,0.0
2021-11-09,1824.59,1827.28,1823.595,1824.38,0.0
2021-11-08,1815.94,1826.53,1812.475,1824.57,0.0
2021-11-07,1815.675,1818.035,1815.475,1815.945,0.0
2021-11-05,1791.555,1818.29,1785.225,1818.185,0.0
2021-11-04,1777.255,1799.065,1770.855,1791.575,0.0
2021-11-03,1787.215,1787.67,1758.865,1777.25,0.0
2021-11-02,1792.15,1796.415,1786.43,1787.22,0.0
2021-11-01,1780.065,1795.85,1780.04,1792.16,0.0
2021-10-31,1783.435,1783.435,1779.125,1780.06,0.0
2021-10-29,1799.66,1800.05,1772.045,1783.435,0.0
2021-10-28,1796.665,1810.455,1792.385,1799.655,0.0
2021-10-27,1793.67,1799.095,1783.555,1796.67,0.0
2021-10-26,1807.945,1807.98,1782.49,1793.665,0.0
2021-10-25,1794.51,1810.04,1792.335,1807.96,0.0
2021-10-24,1793.16,1794.595,1792.47,1794.505,0.0
2021-10-22,1784.64,1813.85,1782.88,1793.215,0.0
2021-10-21,1781.5,1789.575,1776.51,1784.655,0.0
2021-10-20,1768.72,1788.425,1766.965,1781.515,0.0
2021-10-19,1764.08,1785.165,1763.35,1768.715,0.0
2021-10-18,1771.0,1772.055,1760.33,1764.065,0.0
2021-10-17,1767.315,1772.045,1764.65,1770.995,0.0
2021-10-15,1795.455,1796.575,1764.91,1767.48,0.0
2021-10-14,1791.745,1800.52,1786.76,1795.45,0.0
2021-10-13,1760.34,1796.22,1757.97,1791.765,0.0
2021-10-12,1753.275,1769.41,1750.72,1760.345,0.0
2021-10-11,1754.115,1761.065,1750.205,1753.265,0.0
2021-10-10,1757.145,1757.795,1751.055,1754.105,0.0
2021-10-08,1755.005,1781.49,1753.35,1757.365,0.0
2021-10-07,1764.085,1767.03,1751.955,1755.095,0.0
2021-10-06,1759.535,1765.16,1745.935,1764.075,0.0
2021-10-05,1768.285,1768.52,1748.72,1759.53,0.0
2021-10-04,1763.235,1770.645,1747.82,1768.29,0.0
2021-10-03,1760.96,1765.255,1760.95,1763.25,0.0
2021-10-01,1753.085,1764.355,1749.71,1760.55,0.0
2021-09-30,1728.9,1764.255,1722.28,1753.09,0.0
2021-09-29,1735.375,1745.645,1721.675,1728.905,0.0
2021-09-28,1751.245,1754.495,1728.21,1735.365,0.0
2021-09-27,1749.585,1760.765,1744.875,1751.25,0.0
2021-09-26,1750.105,1750.955,1748.13,1749.555,0.0
2021-09-24,1746.31,1757.625,1740.455,1750.765,0.0
2021-09-23,1766.93,1776.59,1738.01,1746.3,0.0
2021-09-22,1774.9,1787.265,1765.275,1766.925,0.0
2021-09-21,1765.145,1781.83,1757.99,1774.895,0.0
2021-09-20,1754.3,1767.075,1742.185,1765.15,0.0
2021-09-19,1754.61,1755.42,1751.33,1754.29,0.0
2021-09-17,1753.96,1767.57,1747.42,1754.87,0.0
2021-09-16,1795.26,1796.31,1745.39,1753.965,0.0
2021-09-15,1803.81,1806.94,1790.775,1795.255,0.0
2021-09-14,1793.08,1808.82,1780.24,1803.8,0.0
2021-09-13,1787.33,1798.53,1783.785,1793.085,0.0
2021-09-12,1787.59,1788.94,1786.985,1787.345,0.0
2021-09-10,1794.885,1803.885,1787.325,1788.01,0.0
2021-09-09,1790.84,1801.055,1783.925,1794.89,0.0
2021-09-08,1795.7,1802.285,1782.48,1790.85,0.0
2021-09-07,1823.675,1827.42,1792.43,1795.695,0.0
2021-09-06,1827.67,1828.58,1821.415,1823.685,0.0
2021-09-05,1828.43,1830.405,1827.515,1827.68,0.0
2021-09-03,1809.56,1834.06,1809.09,1827.75,0.0
2021-09-02,1813.135,1817.225,1804.965,1809.55,0.0
2021-09-01,1814.6,1820.115,1808.72,1813.145,0.0
2021-08-31,1810.505,1819.235,1801.695,1814.605,0.0
2021-08-30,1818.575,1823.275,1807.79,1810.51,0.0
2021-08-29,1818.085,1819.245,1817.185,1818.57,0.0
2021-08-27,1793.56,1819.185,1784.575,1816.97,0.0
2021-08-26,1791.675,1798.25,1780.12,1793.555,0.0
2021-08-25,1801.9,1802.695,1782.59,1791.685,0.0
2021-08-24,1804.88,1809.615,1800.805,1801.91,0.0
2021-08-23,1778.79,1806.505,1776.6,1804.885,0.0
2021-08-22,1781.655,1782.49,1777.52,1778.8,0.0
2021-08-20,1779.065,1788.49,1778.44,1781.43,0.0
2021-08-19,1787.48,1792.4,1774.475,1779.07,0.0
2021-08-18,1786.305,1793.845,1777.445,1787.485,0.0
2021-08-17,1787.49,1795.61,1780.615,1786.31,0.0
2021-08-16,1778.88,1789.36,1770.915,1787.5,0.0
2021-08-15,1779.195,1780.03,1778.535,1778.905,0.0
2021-08-13,1753.43,1779.945,1751.75,1779.34,0.0
2021-08-12,1752.475,1758.21,1741.675,1753.435,0.0
2021-08-11,1736.785,1754.48,1734.845,1752.485,0.0
2021-08-10,1731.425,1738.36,1727.56,1730.225,0.0
2021-08-09,1719.14,1752.62,1705.98,1731.43,0.0
2021-08-08,1761.68,1762.525,1664.43,1719.12,0.0
2021-08-06,1803.59,1803.75,1758.82,1764.275,0.0
2021-08-05,1811.75,1814.955,1798.015,1803.59,0.0
2021-08-04,1811.26,1831.815,1806.64,1811.76,0.0
2021-08-03,1812.56,1813.965,1808.34,1811.27,0.0
2021-08-02,1814.09,1819.52,1805.825,1812.575,0.0
2021-08-01,1814.89,1815.32,1812.25,1814.095,0.0
2021-07-30,1830.335,1831.385,1810.38,1814.06,0.0
2021-07-29,1809.36,1832.75,1808.64,1830.34,0.0
2021-07-28,1799.945,1810.305,1792.715,1809.375,0.0
2021-07-27,1797.81,1805.305,1793.795,1799.94,0.0
2021-07-26,1800.47,1811.52,1796.485,1797.82,0.0
2021-07-25,1802.475,1802.97,1800.19,1800.475,0.0
2021-07-23,1807.2,1810.32,1789.875,1802.785,0.0
2021-07-22,1802.665,1808.47,1792.865,1807.21,0.0
2021-07-21,1809.805,1813.835,1794.855,1802.67,0.0
2021-07-20,1811.57,1825.0,1805.215,1809.81,0.0
2021-07-19,1815.75,1817.3,1795.145,1811.565,0.0
2021-07-18,1811.455,1815.97,1810.575,1815.76,0.0
2021-07-16,1829.465,1831.53,1809.14,1812.19,0.0
2021-07-15,1826.41,1834.08,1820.31,1829.475,0.0
2021-07-14,1806.19,1829.795,1804.735,1826.415,0.0
2021-07-13,1807.155,1812.71,1806.76,1809.135,0.0
2021-07-12,1806.575,1810.9,1791.745,1807.165,0.0
2021-07-11,1808.145,1808.65,1806.465,1806.565,0.0
2021-07-09,1803.845,1812.42,1796.825,1808.56,0.0
2021-07-08,1803.45,1818.44,1794.39,1803.855,0.0
2021-07-07,1795.76,1809.755,1794.105,1803.455,0.0
2021-07-06,1791.24,1814.98,1790.25,1795.755,0.0
2021-07-05,1787.365,1794.495,1784.88,1791.255,0.0
2021-07-02,1775.585,1795.055,1774.38,1787.59,0.0
2021-07-01,1768.34,1782.9,1765.85,1775.58,0.0
2021-06-30,1761.585,1774.515,1753.495,1768.335,0.0
2021-06-29,1778.3,1779.145,1750.89,1761.595,0.0
2021-06-28,1782.155,1785.745,1770.805,1778.32,0.0
2021-06-27,1781.565,1783.045,1780.76,1782.16,0.0
2021-06-25,1775.475,1790.36,1773.955,1781.68,0.0
2021-06-24,1777.455,1788.0,1773.065,1775.48,0.0
2021-06-23,1777.615,1795.02,1773.345,1777.46,0.0
2021-06-22,1783.54,1790.17,1772.43,1777.62,0.0
2021-06-21,1769.43,1787.765,1766.54,1783.55,0.0
2021-06-20,1768.895,1770.185,1767.58,1769.465,0.0
2021-06-18,1776.93,1797.295,1761.03,1764.47,0.0
2021-06-17,1819.06,1825.375,1767.255,1776.94,0.0
2021-06-16,1858.015,1863.475,1803.53,1819.08,0.0
2021-06-15,1866.88,1869.315,1851.765,1857.995,0.0
2021-06-14,1873.9,1874.085,1844.655,1866.885,0.0
2021-06-13,1876.315,1877.955,1873.47,1873.92,0.0
2021-06-11,1898.375,1903.055,1874.62,1877.97,0.0
2021-06-10,1888.815,1899.865,1870.075,1898.37,0.0
2021-06-09,1893.44,1898.915,1887.345,1888.825,0.0
2021-06-08,1898.775,1903.82,1883.955,1893.445,0.0
2021-06-07,1887.155,1900.155,1881.67,1898.78,0.0
2021-06-04,1871.0,1896.215,1856.06,1892.815,0.0
2021-06-03,1907.905,1909.65,1865.37,1870.98,0.0
2021-06-02,1898.895,1909.615,1894.45,1907.9,0.0
2021-06-01,1913.5,1916.59,1892.49,1898.905,0.0
2021-05-31,1903.79,1910.7,1902.21,1903.69,0.0
2021-05-30,1903.79,1904.855,1903.195,1903.795,0.0
2021-05-29,1903.905,1903.905,1903.905,1903.905,0.0
2021-05-28,1898.08,1906.0,1882.28,1903.905,0.0
2021-05-27,1896.12,1903.665,1888.29,1898.075,0.0
2021-05-26,1898.24,1912.78,1890.785,1896.125,0.0
2021-05-25,1877.495,1900.295,1872.75,1898.245,0.0
2021-05-24,1883.59,1887.17,1875.285,1877.5,0.0
2021-05-23,1881.415,1883.895,1880.25,1883.595,0.0
2021-05-21,1874.06,1889.445,1870.175,1876.115,0.0
2021-05-20,1866.04,1883.955,1864.005,1874.08,0.0
2021-05-19,1870.22,1890.18,1852.25,1866.045,0.0
2021-05-18,1869.085,1875.12,1863.335,1870.215,0.0
2021-05-17,1847.17,1869.155,1843.665,1869.095,0.0
2021-05-16,1844.825,1848.175,1843.675,1847.18,0.0
2021-05-14,1825.155,1846.065,1819.805,1844.825,0.0
2021-05-13,1817.61,1828.845,1808.77,1825.15,0.0
2021-05-12,1835.715,1837.015,1815.51,1817.615,0.0
2021-05-11,1836.285,1841.805,1818.04,1835.705,0.0
2021-05-10,1836.405,1845.505,1830.17,1836.295,0.0
2021-05-09,1833.255,1837.045,1832.25,1836.425,0.0
2021-05-08,1830.035,1830.035,1830.035,1830.035,0.0
2021-05-07,1814.75,1843.455,1813.005,1830.035,0.0
2021-05-06,1785.475,1816.675,1782.145,1814.755,0.0
2021-05-05,1778.735,1788.16,1770.425,1785.48,0.0
2021-05-04,1792.575,1799.11,1770.945,1778.805,0.0
2021-05-03,1769.09,1798.275,1767.39,1792.595,0.0
2021-05-02,1766.82,1769.14,1766.135,1769.115,0.0
2021-05-01,1768.41,1768.41,1768.41,1768.41,0.0
2021-04-30,1773.35,1773.36,1764.23,1768.41,0.0
2021-04-29,1783.95,1790.025,1756.195,1773.345,0.0
2021-04-28,1775.595,1784.07,1762.765,1783.96,0.0
2021-04-27,1780.14,1785.575,1773.825,1775.56,0.0
2021-04-26,1774.945,1783.555,1768.9,1780.13,0.0
2021-04-25,1775.63,1776.03,1773.96,1774.95,0.0
2021-04-23,1783.235,1795.96,1770.005,1778.36,0.0
2021-04-22,1793.68,1797.935,1777.48,1783.24,0.0
2021-04-21,1776.91,1797.705,1776.615,1793.66,0.0
2021-04-20,1772.245,1780.54,1763.635,1776.915,0.0
2021-04-19,1776.845,1790.165,1766.735,1772.255,0.0
2021-04-18,1775.95,1778.25,1774.91,1776.84,0.0
2021-04-16,1763.95,1783.91,1759.835,1776.065,0.0
2021-04-15,1736.72,1769.7,1734.405,1763.96,0.0
2021-04-14,1746.69,1749.405,1732.64,1736.715,0.0
2021-04-13,1732.045,1748.96,1723.8,1746.705,0.0
2021-04-12,1741.675,1745.045,1727.45,1732.05,0.0
2021-04-11,1742.875,1743.61,1740.62,1741.68,0.0
2021-04-09,1754.26,1757.405,1731.255,1744.375,0.0
2021-04-08,1736.9,1758.7,1733.12,1754.25,0.0
2021-04-07,1743.335,1743.425,1730.69,1736.905,0.0
2021-04-06,1729.52,1745.43,1727.675,1743.34,0.0
2021-04-05,1728.15,1733.595,1721.355,1729.515,0.0
2021-04-04,1728.97,1729.96,1727.015,1728.155,0.0
2021-04-01,1707.58,1730.615,1705.855,1727.965,0.0
2021-03-31,1685.6,1715.3,1677.99,1707.59,0.0
2021-03-30,1712.055,1714.45,1678.85,1685.6,0.0
2021-03-29,1731.165,1732.99,1705.785,1712.05,0.0
2021-03-28,1733.81,1733.81,1730.78,1731.17,0.0
2021-03-27,1733.81,1733.81,1733.81,1733.81,0.0
2021-03-26,1727.42,1734.35,1723.3,1733.81,0.0
2021-03-25,1734.665,1745.455,1721.815,1727.395,0.0
2021-03-24,1727.1,1738.395,1723.95,1734.66,0.0
2021-03-23,1739.445,1742.565,1724.72,1727.11,0.0
2021-03-22,1738.375,1743.07,1727.375,1739.45,0.0
2021-03-21,1744.995,1744.995,1738.135,1738.385,0.0
2021-03-19,1734.14,1746.805,1730.96,1744.995,0.0
2021-03-18,1748.46,1755.615,1719.325,1733.24,0.0
2021-03-17,1731.74,1751.665,1724.11,1748.475,0.0
2021-03-16,1730.73,1741.18,1726.235,1731.76,0.0
2021-03-15,1725.405,1734.56,1721.7,1730.74,0.0
2021-03-14,1726.825,1728.585,1724.315,1725.4,0.0
2021-03-13,1726.825,1726.825,1726.825,1726.825,0.0
2021-03-12,1722.88,1729.29,1699.3,1726.825,0.0
2021-03-11,1726.88,1739.885,1719.365,1722.875,0.0
2021-03-10,1715.92,1727.275,1708.215,1726.885,0.0
2021-03-09,1684.665,1720.62,1680.28,1715.925,0.0
2021-03-08,1707.77,1714.21,1676.81,1684.655,0.0
2021-03-07,1700.57,1714.165,1700.57,1707.77,0.0
2021-03-06,1700.57,1700.57,1700.57,1700.57,0.0
2021-03-05,1694.51,1707.72,1687.44,1700.57,0.0
2021-03-04,1710.58,1723.25,1690.59,1694.52,0.0
2021-03-03,1736.57,1737.535,1702.005,1710.595,0.0
2021-03-02,1725.1,1740.585,1707.29,1736.56,0.0
2021-03-01,1739.265,1759.825,1719.9,1725.105,0.0
2021-02-28,1737.8,1740.08,1735.31,1739.27,0.0
2021-02-27,1734.365,1734.365,1734.365,1734.365,0.0
2021-02-26,1770.12,1775.81,1717.315,1734.365,0.0
2021-02-25,1803.11,1804.285,1765.55,1770.105,0.0
2021-02-24,1805.985,1813.895,1783.615,1803.115,0.0
2021-02-23,1810.605,1816.145,1795.705,1805.98,0.0
2021-02-22,1783.52,1812.68,1780.745,1810.595,0.0
2021-02-21,1783.98,1788.24,1781.435,1783.51,0.0
2021-02-20,1783.98,1783.98,1783.98,1783.98,0.0
2021-02-19,1771.8,1791.625,1760.67,1783.98,0.0
2021-02-18,1778.26,1789.615,1768.43,1771.82,0.0
2021-02-17,1788.545,1795.285,1769.615,1778.25,0.0
2021-02-16,1818.74,1826.41,1787.07,1788.55,0.0
2021-02-15,1821.13,1827.185,1816.135,1818.745,0.0
2021-02-14,1824.255,1825.98,1820.275,1821.14,0.0
2021-02-13,1824.255,1824.255,1824.255,1824.255,0.0
2021-02-12,1826.845,1830.79,1810.67,1824.255,0.0
2021-02-11,1842.17,1842.285,1821.305,1826.86,0.0
2021-02-10,1836.4,1855.42,1834.22,1842.185,0.0
2021-02-09,1837.12,1848.57,1832.31,1836.41,0.0
2021-02-08,1830.53,1836.83,1828.965,1835.87,0.0
2020-10-08,1886.56,1889.31,1883.47,1884.6,0.0
2020-10-07,1878.9,1898.09,1872.98,1887.06,0.0
2020-10-06,1912.94,1921.0,1874.89,1880.27,0.0
2020-10-05,1902.95,1918.79,1887.1,1912.96,0.0
2020-10-04,1905.47,1905.47,1898.21,1903.36,0.0
2020-10-02,1903.27,1917.19,1889.83,1899.3,0.0
2020-10-01,1888.0,1912.05,1884.77,1903.54,0.0
2020-09-30,1896.64,1902.38,1881.49,1888.34,0.0
2020-09-29,1882.52,1899.4,1875.57,1897.06,0.0
2020-09-28,1862.33,1883.72,1848.56,1882.85,0.0
2020-09-27,1861.5,1866.16,1859.28,1862.33,0.0
2020-09-25,1869.16,1875.22,1852.4,1861.74,0.0
2020-09-24,1856.47,1877.11,1848.77,1867.73,0.0
2020-09-23,1905.27,1905.42,1853.69,1855.88,0.0
2020-09-22,1916.29,1920.01,1894.64,1904.63,0.0
2020-09-21,1948.02,1955.66,1882.5,1917.38,0.0
2020-09-20,1950.36,1951.79,1944.44,1948.19,0.0
