,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
83,1893.445,1888.825,1898.37,1877.97,1866.885,1857.995,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755
84,1888.825,1898.37,1877.97,1866.885,1857.995,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455
85,1898.37,1877.97,1866.885,1857.995,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855
86,1877.97,1866.885,1857.995,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56
87,1866.885,1857.995,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165
88,1857.995,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135
89,1819.08,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415
90,1776.94,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475
91,1764.47,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19
92,1783.55,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19,1811.565
93,1777.62,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19,1811.565,1809.81
94,1777.46,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19,1811.565,1809.81,1802.67
95,1775.48,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19,1811.565,1809.81,1802.67,1807.21
96,1781.68,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19,1811.565,1809.81,1802.67,1807.21,1802.785
97,1778.32,1761.595,1768.335,1775.58,1787.59,1795.755,1803.455,1803.855,1808.56,1807.165,1809.135,1826.415,1829.475,1812.19,1811.565,1809.81,1802.67,1807.21,1802.785,1797.82
